,thumb1,index1,middle1,pinky1,accelX1,accelY1,accelZ1,gForceX1,gForceY1,gForceZ1,gyroX1,gyroY1,gyroZ1,gesture
0,2467,2239,2367,2481,-2.32,2.26,9.76,9.76,2.26,-2.32,-0.04,-0.06,-0.05,OK!
1,2433,2239,2368,2477,-2.34,2.29,9.74,9.74,2.29,-2.34,0.05,-0.08,0,OK!
2,2479,2253,2358,2478,-2.34,2.43,9.85,9.85,2.43,-2.34,-0.04,-0.05,-0.03,OK!
3,2432,2240,2363,2460,-2.22,2.46,9.77,9.77,2.46,-2.22,-0.04,-0.04,-0.02,OK!
4,2453,2265,2369,2474,-2.21,2.48,9.63,9.63,2.48,-2.21,-0.03,-0.05,-0.02,OK!
5,2475,2256,2292,2470,-2.21,2.38,9.75,9.75,2.38,-2.21,-0.03,-0.04,-0.02,OK!
6,2458,2209,2395,2490,-2.23,2.39,9.83,9.83,2.39,-2.23,-0.02,-0.04,-0.02,OK!
7,2468,2217,2366,2467,-2.13,2.37,9.82,9.82,2.37,-2.13,-0.03,-0.04,-0.02,OK!
8,2467,2239,2352,2478,-2.15,2.4,9.9,9.9,2.4,-2.15,-0.04,-0.04,-0.02,OK!
9,2464,2195,2401,2448,-2.17,2.41,9.84,9.84,2.41,-2.17,-0.03,-0.04,-0.03,OK!
10,2448,2239,2363,2480,-2.17,2.38,9.72,9.72,2.38,-2.17,-0.04,-0.04,-0.02,OK!
11,2448,2224,2347,2464,-2.16,2.4,9.78,9.78,2.4,-2.16,-0.03,-0.04,-0.01,OK!
12,2464,2254,2359,2498,-2.13,2.36,9.66,9.66,2.36,-2.13,-0.05,-0.06,-0.02,OK!
13,2448,2226,2370,2490,-2.22,2.38,9.74,9.74,2.38,-2.22,-0.03,-0.06,-0.01,OK!
14,2476,0,2346,2451,-1.21,6.03,8.53,8.53,6.03,-1.21,1.57,-0.23,0.63,OK!
15,2437,1776,2320,2465,0.94,9.76,0.54,0.54,9.76,0.94,1.3,1.11,0.33,OK!
16,2493,1578,2314,2433,0.92,9.86,-0.49,-0.49,9.86,0.92,0.08,0.22,-0.07,OK!
17,2483,1728,2343,2430,0.96,9.5,-0.57,-0.57,9.5,0.96,-0.06,-0.09,-0.02,OK!
18,2463,1810,2342,2448,0.87,9.66,-0.85,-0.85,9.66,0.87,-0.04,-0.01,0,OK!
19,2481,1797,2360,2465,1.02,9.64,-0.84,-0.84,9.64,1.02,-0.06,-0.02,-0.02,OK!
20,2468,1853,2349,2427,0.94,9.52,-0.77,-0.77,9.52,0.94,-0.03,-0.05,-0.02,OK!
21,2455,1774,2339,2416,0.86,9.62,-0.89,-0.89,9.62,0.86,-0.04,-0.04,-0.02,OK!
22,2448,1802,2318,2451,1.09,9.6,-0.45,-0.45,9.6,1.09,-0.11,-0.04,0.01,OK!
23,2477,1808,2345,2500,1.02,9.56,-0.9,-0.9,9.56,1.02,0.08,-0.02,-0.08,OK!
24,2499,1801,2342,2475,1.06,9.48,-0.77,-0.77,9.48,1.06,-0.05,-0.05,-0.02,OK!
25,2448,1733,2326,2451,1.09,9.62,-0.69,-0.69,9.62,1.09,-0.22,-0.14,-0.08,OK!
26,2455,1808,2306,2448,0.98,9.66,-0.54,-0.54,9.66,0.98,0.04,-0.03,0.01,OK!
27,2459,1856,2326,2419,0.9,9.75,-0.74,-0.74,9.75,0.9,-0.04,-0.05,-0.01,OK!
28,2474,1873,2328,2432,1.08,9.81,-0.67,-0.67,9.81,1.08,-0.12,-0.06,0,OK!
29,2469,1810,2338,2460,1.18,9.59,-0.56,-0.56,9.59,1.18,-0.03,-0.03,-0.02,OK!
30,2467,1879,2317,2415,1.22,9.75,-0.68,-0.68,9.75,1.22,-0.05,-0.04,0.01,OK!
31,2476,1889,2334,2453,1.22,9.67,-0.65,-0.65,9.67,1.22,-0.03,-0.06,-0.03,OK!
32,2452,1862,2309,2416,1.15,9.7,-0.7,-0.7,9.7,1.15,-0.01,-0.01,-0.03,OK!
33,2455,1805,2351,2488,1.16,9.56,-0.69,-0.69,9.56,1.16,-0.06,0.01,-0.05,OK!
34,2450,1899,2338,2423,1.02,9.62,-0.62,-0.62,9.62,1.02,-0.03,0.03,-0.02,OK!
35,2454,1840,2327,2448,1.12,9.59,-0.54,-0.54,9.59,1.12,-0.02,-0.03,-0.01,OK!
36,2450,1878,2352,2441,1.08,9.78,-0.87,-0.87,9.78,1.08,-0.05,-0.04,-0.02,OK!
37,2477,1856,2324,2451,1.13,9.66,-0.86,-0.86,9.66,1.13,-0.03,-0.03,-0.02,OK!
38,2446,1886,2379,2448,1.22,9.69,-0.89,-0.89,9.69,1.22,-0.04,-0.05,-0.03,OK!
39,2451,1890,2317,2455,1.24,9.66,-0.88,-0.88,9.66,1.24,-0.02,-0.05,-0.01,OK!
40,2453,1847,2334,2459,1.07,9.36,-0.45,-0.45,9.36,1.07,0.12,-0.02,-0.31,OK!
41,2471,1794,2354,2443,1.31,9.96,-2.05,-2.05,9.96,1.31,-0.28,-0.27,0.29,OK!
42,2444,1895,2329,2438,1.75,10.27,0.44,0.44,10.27,1.75,-0.02,0.26,0.03,OK!
43,2459,1830,2340,2479,1.02,9.56,0.17,0.17,9.56,1.02,-0.16,-0.32,-0.47,OK!
44,2451,1825,2362,2458,2.1,9.56,1.46,1.46,9.56,2.1,-0.01,-0.03,0.07,OK!
45,2469,1776,2329,2418,2.01,9.81,1.37,1.37,9.81,2.01,-0.02,0.01,-0.01,OK!
46,2484,1871,2330,2427,2.21,9.61,1.17,1.17,9.61,2.21,-0.03,-0.04,-0.01,OK!
47,2462,1841,2303,2431,2.18,9.49,1.29,1.29,9.49,2.18,-0.04,-0.04,-0.05,OK!
48,2439,1850,2355,2477,2.2,9.51,1.24,1.24,9.51,2.2,-0.06,-0.04,-0.03,OK!
49,2438,1856,2304,2442,2.19,9.58,1.08,1.08,9.58,2.19,-0.04,-0.04,-0.02,OK!
50,2442,1888,2338,2460,2.07,9.63,1.15,1.15,9.63,2.07,-0.05,-0.08,0,OK!
51,2453,1901,2337,2443,2.1,9.54,1.16,1.16,9.54,2.1,-0.03,-0.02,-0.05,OK!
52,2416,1823,2352,2395,2.18,9.49,1.08,1.08,9.49,2.18,-0.04,-0.04,-0.01,OK!
53,2455,1855,2314,2459,2.24,9.49,1.13,1.13,9.49,2.24,-0.02,-0.02,-0.03,OK!
54,2439,1871,2320,2406,2.15,9.63,1.02,1.02,9.63,2.15,-0.02,-0.05,0,OK!
55,2467,1847,2343,2455,2.18,9.56,1.04,1.04,9.56,2.18,-0.02,0.02,-0.02,OK!
56,2493,1846,2378,2506,2.1,9.6,1.04,1.04,9.6,2.1,-0.03,-0.07,0,OK!
57,2465,1852,2326,2441,2.04,9.57,1.11,1.11,9.57,2.04,-0.05,-0.04,-0.03,OK!
58,2458,1890,2353,2471,2.18,9.59,1.06,1.06,9.59,2.18,-0.04,-0.05,-0.04,OK!
59,2477,1827,2325,2435,2.19,9.53,1.07,1.07,9.53,2.19,-0.02,-0.03,-0.04,OK!
60,2456,1855,2330,2449,2.16,9.55,0.94,0.94,9.55,2.16,-0.04,-0.06,-0.02,OK!
61,2447,1880,2331,2489,2,9.51,1.22,1.22,9.51,2,-0.12,-0.11,-0.08,OK!
62,2479,1879,2334,2443,1.98,9.53,1.26,1.26,9.53,1.98,-0.07,0.02,-0.05,OK!
63,2487,1770,2315,2416,2.08,9.44,1.38,1.38,9.44,2.08,-0.02,-0.01,-0.03,OK!
64,2459,1774,2327,2448,1.96,9.54,1.3,1.3,9.54,1.96,0,-0.05,0.01,OK!
65,2471,1871,2355,2437,1.97,9.51,1.2,1.2,9.51,1.97,-0.06,-0.03,-0.05,OK!
66,2461,1917,2322,2479,1.99,9.57,1.39,1.39,9.57,1.99,-0.01,-0.07,0.05,OK!
67,2469,1887,2305,2480,2.3,9.53,1.23,1.23,9.53,2.3,-0.03,-0.06,0.05,OK!
68,2448,1936,2349,2465,2.84,9.39,1.31,1.31,9.39,2.84,-0.05,-0.03,0.05,OK!
69,2470,1891,2315,2427,2.64,9.15,1.37,1.37,9.15,2.64,-0.02,-0.09,-0.17,OK!
70,2480,1882,2313,2432,1.81,9.52,1.28,1.28,9.52,1.81,-0.01,0.01,-0.3,OK!
71,2480,1923,2347,2512,1.91,9.39,1.16,1.16,9.39,1.91,-0.03,0.04,-0.07,OK!
72,2459,1851,2352,2447,1.75,9.62,1.27,1.27,9.62,1.75,-0.03,-0.03,0,OK!
73,2465,1903,2319,2449,1.82,9.69,1.19,1.19,9.69,1.82,-0.02,-0.05,-0.02,OK!
74,2469,1855,2349,2417,1.98,9.62,1.21,1.21,9.62,1.98,-0.04,-0.05,-0.02,OK!
75,2436,1909,2356,2417,1.97,9.51,1.11,1.11,9.51,1.97,-0.03,-0.03,-0.02,OK!
76,2449,1906,2326,2437,2.26,9.45,1.33,1.33,9.45,2.26,-0.04,-0.05,0.01,OK!
77,2449,1904,2295,2486,1.87,9.68,1.22,1.22,9.68,1.87,0.01,-0.02,-0.07,OK!
78,2471,1897,2320,2431,1.95,9.63,1.23,1.23,9.63,1.95,-0.05,-0.03,-0.03,OK!
79,2448,1856,2335,2432,1.97,9.61,1.22,1.22,9.61,1.97,-0.03,-0.03,-0.04,OK!
80,2467,1849,2326,2450,1.85,9.6,1.25,1.25,9.6,1.85,-0.04,-0.04,-0.03,OK!
81,2458,1840,2355,2460,1.88,9.6,1.16,1.16,9.6,1.88,-0.04,-0.04,-0.03,OK!
82,2467,1860,2348,2462,1.84,9.58,1.2,1.2,9.58,1.84,-0.02,-0.04,-0.02,OK!
83,2445,1809,2320,2477,1.9,9.58,1.12,1.12,9.58,1.9,-0.03,-0.03,-0.05,OK!
84,2449,1904,2330,2469,1.82,9.63,1.16,1.16,9.63,1.82,-0.04,-0.04,-0.03,OK!
85,2455,1882,2317,2388,2.03,9.49,1.17,1.17,9.49,2.03,-0.03,-0.04,-0.02,OK!
86,2439,1904,2378,2423,1.94,9.56,1.22,1.22,9.56,1.94,-0.04,-0.04,-0.03,OK!
87,2455,1819,2323,2465,1.89,9.53,1.3,1.3,9.53,1.89,-0.05,-0.08,-0.04,OK!
88,2512,1909,2330,2496,2.04,9.18,1.78,1.78,9.18,2.04,-0.14,-0.59,-0.01,OK!
89,2446,1873,2320,2421,2.28,9.44,1.48,1.48,9.44,2.28,-0.05,-0.35,-0.04,OK!
90,2483,1870,2330,2432,2.75,10.33,0.95,0.95,10.33,2.75,0.36,-0.03,0.22,OK!
91,2465,1921,2321,2460,2.92,10.02,-1.39,-1.39,10.02,2.92,-0.17,-0.65,0.11,OK!
92,2457,1862,2314,2453,3.6,8.97,0.26,0.26,8.97,3.6,-0.15,-0.2,-0.09,OK!
93,2471,1863,2352,2439,3.42,9.7,-0.42,-0.42,9.7,3.42,0.36,0.1,0,OK!
94,2479,1886,2301,2458,3.97,8.85,-0.05,-0.05,8.85,3.97,0.04,-0.02,-0.04,OK!
95,2464,1823,2315,2447,3.6,9.27,-0.03,-0.03,9.27,3.6,-0.08,-0.12,-0.04,OK!
96,2460,1886,2352,2425,3.65,9.58,0.35,0.35,9.58,3.65,-0.23,-0.06,0.03,OK!
97,2479,1873,2310,2475,3.86,9.17,-0.26,-0.26,9.17,3.86,0.06,-0.14,-0.09,OK!
98,2461,1798,2352,2459,4,8.89,1.37,1.37,8.89,4,-0.1,-0.1,0,OK!
99,2462,1891,2356,2476,3.89,9.09,0.59,0.59,9.09,3.89,0.02,0.01,-0.07,OK!
100,2461,1811,2353,2415,3.51,9.25,1.06,1.06,9.25,3.51,0.05,-0.1,-0.05,OK!
101,2444,1871,2319,2467,3.59,9.15,0.98,0.98,9.15,3.59,-0.06,-0.09,-0.04,OK!
102,2451,1827,2298,2448,3.62,9.12,1.06,1.06,9.12,3.62,-0.02,-0.03,-0.02,OK!
103,2458,1866,2346,2442,3.6,9.17,0.93,0.93,9.17,3.6,-0.04,-0.03,-0.04,OK!
104,2464,1895,2325,2438,3.6,9.19,1.08,1.08,9.19,3.6,-0.01,-0.02,-0.01,OK!
105,2464,1841,2322,2462,3.99,8.86,0.52,0.52,8.86,3.99,0.04,0.18,-0.02,OK!
106,2477,1903,2365,2463,3.63,9.22,0.02,0.02,9.22,3.63,0.21,0.39,-0.04,OK!
107,2459,1901,2352,2465,3.58,9.27,-0.53,-0.53,9.27,3.58,0.19,0.47,-0.08,OK!
108,2459,1847,2339,2432,3.31,9.31,-0.28,-0.28,9.31,3.31,0.14,0.4,-0.05,OK!
109,2459,1898,2325,2461,3.24,9.34,-0.24,-0.24,9.34,3.24,0,0.13,-0.07,OK!
110,2439,1858,2331,2444,3,9.49,-0.21,-0.21,9.49,3,-0.02,0.01,-0.02,OK!
111,2459,1844,2323,2462,3.35,9.34,-0.56,-0.56,9.34,3.35,0.06,0.13,-0.02,OK!
112,2468,1853,2362,2457,3.28,9.28,-0.42,-0.42,9.28,3.28,-0.09,-0.01,-0.05,OK!
113,2515,1843,2330,2425,3.27,9.23,-0.33,-0.33,9.23,3.27,-0.05,0.11,-0.06,OK!
114,2486,1823,2337,2431,3.39,9.22,-0.18,-0.18,9.22,3.39,0.06,0.25,0,OK!
115,2467,1840,2338,2451,3.18,9.25,-0.35,-0.35,9.25,3.18,0.08,0.23,-0.09,OK!
116,2485,1829,2329,2479,2.96,9.38,-0.34,-0.34,9.38,2.96,-0.04,0.05,-0.08,OK!
117,2448,1857,2339,2467,2.94,9.45,-0.41,-0.41,9.45,2.94,0.05,0.2,0,OK!
118,2512,1883,2334,2412,3.1,9.38,-0.28,-0.28,9.38,3.1,-0.05,0.01,-0.04,OK!
119,2461,1827,2355,2476,3.11,9.34,-0.16,-0.16,9.34,3.11,-0.02,0.06,-0.01,OK!
120,2468,1874,2335,2464,3.35,9.22,-0.13,-0.13,9.22,3.35,0.06,0.2,0.05,OK!
121,2471,1856,2352,2425,3.38,9.25,-0.02,-0.02,9.25,3.38,-0.02,0.09,-0.01,OK!
122,2446,1844,2374,2471,3.29,9.28,0.21,0.21,9.28,3.29,-0.06,0.08,-0.12,OK!
123,2471,1840,2342,2447,3.17,9.36,0.51,0.51,9.36,3.17,-0.05,0.1,-0.04,OK!
124,2496,1883,2344,2451,3.21,9.34,0.76,0.76,9.34,3.21,-0.08,-0.05,-0.04,OK!
125,2467,1840,2262,2437,3.07,9.28,1.07,1.07,9.28,3.07,-0.05,-0.06,-0.03,OK!
126,2437,1815,2329,2437,2.89,9.31,1.22,1.22,9.31,2.89,-0.07,0.02,-0.01,OK!
127,2482,1819,2320,2435,3,9.26,1.24,1.24,9.26,3,-0.05,-0.02,-0.04,OK!
128,2477,1823,2320,2484,2.95,9.42,1.35,1.35,9.42,2.95,-0.06,-0.08,-0.04,OK!
129,2464,1857,2365,2451,2.85,9.34,1.47,1.47,9.34,2.85,-0.05,-0.07,-0.03,OK!
130,2448,1858,2352,2385,3.14,9.3,1.01,1.01,9.3,3.14,-0.01,-0.15,0,OK!
131,2457,1865,2315,2457,3.24,9.29,0.9,0.9,9.29,3.24,-0.05,-0.18,-0.01,OK!
132,2454,1899,2285,2441,3.5,9.12,0.79,0.79,9.12,3.5,-0.11,-0.17,-0.08,OK!
133,2492,1863,2326,2464,3.34,9.33,0.51,0.51,9.33,3.34,-0.03,-0.17,-0.02,OK!
134,2448,1945,2339,2464,3.34,9.28,0.47,0.47,9.28,3.34,-0.01,-0.11,-0.02,OK!
135,2487,1890,2331,2441,3.38,9.06,0.16,0.16,9.06,3.38,-0.1,-0.38,-0.11,OK!
136,2474,1857,2359,2415,2.61,9.41,0.49,0.49,9.41,2.61,-0.38,-0.61,-0.28,OK!
137,2470,1836,2315,2463,1.96,9.53,1.1,1.1,9.53,1.96,-0.19,-0.31,-0.11,OK!
138,2461,1863,2327,2471,1.71,9.62,1.49,1.49,9.62,1.71,-0.13,-0.35,-0.03,OK!
139,2471,1911,2342,2456,1.92,9.61,1.98,1.98,9.61,1.92,-0.07,-0.37,0,OK!
140,2468,1883,2317,2439,2.33,9.35,2.6,2.6,9.35,2.33,-0.44,-1.12,-0.08,OK!
141,2435,1904,2351,2399,3.45,9.33,1.5,1.5,9.33,3.45,0.08,-0.43,0,OK!
142,2453,1888,2335,2439,3.42,9.32,1.23,1.23,9.32,3.42,-0.06,-0.14,-0.03,OK!
143,2457,1904,2296,2423,3.26,9.36,1.76,1.76,9.36,3.26,0,-0.03,0.02,OK!
144,2458,1888,2317,2439,3.65,8.99,1.7,1.7,8.99,3.65,-0.04,-0.06,0.04,OK!
145,2431,1873,2320,2443,3.83,9.03,1.42,1.42,9.03,3.83,-0.01,-0.05,-0.01,OK!
146,2458,1873,2322,2487,3.92,9.03,1.51,1.51,9.03,3.92,-0.05,-0.04,-0.02,OK!
147,2461,1871,2352,2448,3.97,9.01,1.51,1.51,9.01,3.97,-0.04,-0.05,0,OK!
148,2471,1906,2335,2471,3.68,9.08,1.53,1.53,9.08,3.68,0,-0.03,-0.14,OK!
149,2470,1820,2352,2459,3.39,9.15,1.66,1.66,9.15,3.39,-0.06,-0.06,-0.05,OK!
150,2489,1904,2338,2435,3.17,9.46,1.42,1.42,9.46,3.17,0.02,-0.03,0.12,OK!
151,2480,1920,2333,2431,3.61,9.23,1.17,1.17,9.23,3.61,-0.06,-0.06,0.07,OK!
152,2465,1856,2355,2455,4.03,8.68,1.62,1.62,8.68,4.03,-0.07,-0.06,0.03,OK!
153,2458,1938,2352,2457,4.14,8.55,1.9,1.9,8.55,4.14,0.02,-0.05,-0.12,OK!
154,2467,1881,2333,2407,4.07,8.85,1.42,1.42,8.85,4.07,0.11,-0.02,-0.22,OK!
155,2432,1903,2352,2430,3.71,9.02,1.59,1.59,9.02,3.71,0.11,-0.01,-0.26,OK!
156,2461,1894,2330,2453,3.88,8.77,2.04,2.04,8.77,3.88,0,0.01,-0.31,OK!
157,2468,1855,2310,2496,4.34,8.56,1.75,1.75,8.56,4.34,0.05,-0.06,-0.19,OK!
158,2469,1855,2357,2430,3.79,9.07,1.58,1.58,9.07,3.79,-0.03,-0.04,-0.03,OK!
159,2462,1883,2366,2473,3.7,9.08,1.6,1.6,9.08,3.7,-0.02,-0.03,-0.01,OK!
160,2466,1841,2371,2443,3.65,9.04,1.67,1.67,9.04,3.65,-0.02,-0.01,-0.02,OK!
161,2479,1898,2345,2473,3.85,9.08,1.64,1.64,9.08,3.85,-0.04,-0.03,-0.02,OK!
162,2494,1932,2379,2422,3.74,9.11,1.63,1.63,9.11,3.74,-0.04,-0.03,-0.02,OK!
163,2448,1940,2308,2469,3.72,9.06,1.77,1.77,9.06,3.72,-0.05,-0.05,-0.01,OK!
164,2480,1921,2342,2474,3.58,9.28,1.52,1.52,9.28,3.58,-0.05,-0.07,-0.04,OK!
165,2473,1903,2329,2443,3.9,8.85,1.65,1.65,8.85,3.9,-0.02,-0.04,-0.03,OK!
166,2450,1859,2337,2463,3.76,9.05,1.86,1.86,9.05,3.76,-0.03,-0.05,0,OK!
167,2482,1920,2358,2479,3.81,9.05,1.73,1.73,9.05,3.81,-0.03,-0.02,-0.02,OK!
168,2471,1855,2330,2450,3.75,9.02,1.9,1.9,9.02,3.75,-0.04,-0.05,-0.01,OK!
169,2450,1904,2359,2447,3.84,9.09,1.74,1.74,9.09,3.84,-0.02,-0.05,-0.01,OK!
170,2457,1845,2337,2453,3.8,9.07,1.79,1.79,9.07,3.8,-0.01,-0.05,-0.03,OK!
171,2480,1862,2330,2448,3.81,9.04,1.62,1.62,9.04,3.81,0.01,-0.07,-0.01,OK!
172,2477,1866,2359,2449,4.12,8.95,1.23,1.23,8.95,4.12,-0.01,-0.08,-0.01,OK!
173,2453,1831,2325,2448,4.15,8.94,1.13,1.13,8.94,4.15,-0.05,-0.04,-0.03,OK!
174,2470,1872,2343,2416,4,9.02,1.23,1.23,9.02,4,-0.02,-0.04,-0.03,OK!
175,2481,1862,2337,2444,4.01,9.11,1.26,1.26,9.11,4.01,-0.04,-0.03,-0.02,OK!
176,2441,1875,2325,2469,3.9,9.06,1.23,1.23,9.06,3.9,-0.05,-0.03,-0.03,OK!
177,2454,1867,2338,2480,3.89,9.04,1.29,1.29,9.04,3.89,-0.03,-0.03,-0.03,OK!
178,2469,1892,2362,2383,3.77,9.1,1.53,1.53,9.1,3.77,-0.04,-0.05,-0.04,OK!
179,2476,1863,2351,2418,3.64,9.1,1.61,1.61,9.1,3.64,-0.04,-0.02,-0.03,OK!
180,2451,1882,2327,2480,3.54,9.04,1.83,1.83,9.04,3.54,-0.16,0.04,-0.06,OK!
181,2464,1856,2347,2448,3.49,9.05,2.1,2.1,9.05,3.49,0.08,-0.07,0,OK!
182,2434,1840,2333,2449,3.62,9.25,1.49,1.49,9.25,3.62,0.19,0.21,0.09,OK!
183,2486,1858,2353,2400,3.87,9.2,0.86,0.86,9.2,3.87,0,0,0.05,OK!
184,2476,1878,2305,2453,3.21,9.55,1.19,1.19,9.55,3.21,-0.02,-0.04,0.05,OK!
185,2471,1904,2351,2433,4.39,8.97,0.79,0.79,8.97,4.39,-0.02,-0.04,-0.04,OK!
186,2453,1893,2336,2437,4.23,9.08,0.61,0.61,9.08,4.23,-0.16,-0.09,-0.17,OK!
187,2450,1875,2320,2452,2.15,8.36,0.18,0.18,8.36,2.15,-0.16,0.15,-0.25,OK!
188,2480,1859,2324,2451,3.84,8.96,1.28,1.28,8.96,3.84,0.07,0.01,0.11,OK!
189,2482,1814,2343,2461,3.6,9.1,1.2,1.2,9.1,3.6,-0.11,0,-0.02,OK!
190,2487,1855,2383,2465,3.21,9.03,1.13,1.13,9.03,3.21,0.05,0.12,-0.2,OK!
191,2472,1885,2333,2433,1.21,10.1,-1.13,-1.13,10.1,1.21,0.21,0.95,-0.57,OK!
192,2480,1871,2351,2457,0.87,9.64,0.38,0.38,9.64,0.87,0.15,-0.05,0.13,OK!
193,2453,1831,2298,2446,0.19,10.44,-0.68,-0.68,10.44,0.19,0.35,0.77,-0.42,OK!
194,2491,1776,2321,2478,-0.45,9.89,0.69,0.69,9.89,-0.45,-0.14,0.06,0.05,OK!
195,2477,1904,2354,2440,1.16,8.66,-0.55,-0.55,8.66,1.16,-0.04,-0.13,-0.54,OK!
196,2444,1820,2354,2428,-0.26,9.76,0.38,0.38,9.76,-0.26,-0.09,0.1,-0.08,OK!
197,2480,1869,2384,2384,0.11,9.84,0.64,0.64,9.84,0.11,-0.04,-0.08,0.14,OK!
198,2467,1821,2351,2464,0.11,9.62,0.85,0.85,9.62,0.11,-0.01,-0.04,0,OK!
199,2473,1847,2337,2462,0.12,9.77,0.65,0.65,9.77,0.12,-0.04,-0.04,-0.03,OK!
200,2456,1872,2341,2419,0.36,9.65,0.72,0.72,9.65,0.36,-0.03,0.01,-0.07,OK!
201,2426,1802,2365,2451,0.2,9.73,0.79,0.79,9.73,0.2,-0.04,-0.03,-0.02,OK!
202,2442,1845,2390,2464,0.29,9.73,0.8,0.8,9.73,0.29,-0.03,-0.03,-0.02,OK!
203,2482,1786,2345,2461,0.22,9.77,0.75,0.75,9.77,0.22,-0.03,-0.03,0,OK!
204,2470,1851,2374,2467,0.25,9.7,0.85,0.85,9.7,0.25,-0.01,-0.03,-0.01,OK!
205,2473,1840,2340,2458,0.12,9.8,0.79,0.79,9.8,0.12,-0.04,-0.03,0,OK!
206,2493,1875,2381,2428,0.28,9.8,0.69,0.69,9.8,0.28,-0.02,-0.03,-0.02,OK!
207,2455,1873,2333,2451,0.21,9.76,0.79,0.79,9.76,0.21,-0.03,-0.04,-0.03,OK!
208,2474,1899,2326,2449,0.15,9.78,0.66,0.66,9.78,0.15,0,-0.02,0,OK!
209,2459,1901,2343,2429,0.16,9.75,0.93,0.93,9.75,0.16,-0.03,-0.04,-0.03,OK!
210,2485,1941,2322,2462,0.29,9.76,0.81,0.81,9.76,0.29,-0.04,-0.05,0,OK!
211,2471,1895,2341,2484,0.24,9.75,0.7,0.7,9.75,0.24,-0.03,-0.03,-0.01,OK!
212,2448,1872,2321,2469,0.29,9.75,0.74,0.74,9.75,0.29,-0.02,-0.02,-0.04,OK!
213,2448,1927,2330,2468,-0.34,10.11,0.59,0.59,10.11,-0.34,-0.02,-0.01,-0.05,OK!
214,2469,1895,2349,2455,0.12,9.93,0.62,0.62,9.93,0.12,-0.06,-0.02,-0.03,OK!
215,2471,1916,2356,2414,0.47,9.5,0.68,0.68,9.5,0.47,-0.06,-0.01,-0.04,OK!
216,2460,1929,2329,2405,0.3,9.7,0.68,0.68,9.7,0.3,-0.04,-0.08,0.03,OK!
217,2480,1938,2365,2439,-0.71,10.58,0.26,0.26,10.58,-0.71,-0.06,-0.05,-0.04,OK!
218,2459,1915,2331,2463,0.42,9.79,0.69,0.69,9.79,0.42,0.03,0,-0.15,OK!
219,2482,1925,2339,2449,0.77,9.57,0.71,0.71,9.57,0.77,-0.01,-0.02,-0.1,OK!
220,2438,1941,2335,2468,0.23,10.06,0.6,0.6,10.06,0.23,0.01,0.01,-0.09,OK!
221,2507,1920,2314,2424,0.41,9.88,0.79,0.79,9.88,0.41,-0.07,-0.08,0.01,OK!
222,2490,1924,2304,2476,0.63,9.79,0.71,0.71,9.79,0.63,-0.05,-0.08,-0.05,OK!
223,2489,1837,2298,2419,0.72,9.7,0.92,0.92,9.7,0.72,-0.07,-0.06,-0.02,OK!
224,2466,1903,2343,2433,0.83,9.74,0.76,0.76,9.74,0.83,-0.05,-0.05,-0.03,OK!
225,2438,1942,2384,2491,0.89,9.69,1.09,1.09,9.69,0.89,-0.05,-0.04,0.01,OK!
226,2480,1904,2346,2451,1.03,9.74,1.06,1.06,9.74,1.03,-0.04,-0.05,0.01,OK!
227,2470,1935,2299,2478,0.85,9.82,1.25,1.25,9.82,0.85,-0.08,-0.06,-0.04,OK!
228,2448,1891,2337,2402,0.96,9.76,1.14,1.14,9.76,0.96,-0.08,-0.05,0.01,OK!
229,2484,1876,2310,2459,1.37,9.53,1.44,1.44,9.53,1.37,-0.06,-0.05,0.03,OK!
230,2451,1935,2321,2478,1.42,9.61,1.44,1.44,9.61,1.42,-0.04,-0.07,-0.02,OK!
231,2471,1899,2355,2428,1.24,9.76,1.45,1.45,9.76,1.24,-0.02,-0.05,-0.04,OK!
232,2474,1919,2290,2461,1.12,9.69,1.5,1.5,9.69,1.12,-0.04,-0.02,-0.02,OK!
